filename,group,subcategory,split,filepath
49532.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/49532.jpg
25129.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/25129.jpg
58262.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/58262.jpg
33439.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/33439.jpg
48359.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/48359.jpg
33407.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/33407.jpg
35146.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/35146.jpg
48352.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/48352.jpg
38682.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/38682.jpg
42887.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/42887.jpg
26442.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/26442.jpg
16752.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/16752.jpg
58263.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/58263.jpg
31933.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/31933.jpg
31929.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/31929.jpg
25141.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/25141.jpg
47356.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/47356.jpg
31914.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/31914.jpg
38435.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/38435.jpg
33723.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/33723.jpg
42862.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/42862.jpg
52569.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/52569.jpg
37951.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/37951.jpg
25117.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/25117.jpg
42892.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/42892.jpg
58256.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/58256.jpg
27047.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/27047.jpg
33440.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/33440.jpg
42872.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/42872.jpg
37640.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/37640.jpg
52568.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/52568.jpg
33378.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/33378.jpg
32722.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/32722.jpg
47420.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/47420.jpg
48326.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/48326.jpg
48357.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/48357.jpg
16739.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/16739.jpg
52334.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/52334.jpg
25128.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/25128.jpg
33403.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/33403.jpg
57458.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/57458.jpg
25121.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/25121.jpg
47961.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/47961.jpg
42929.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/42929.jpg
49549.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/49549.jpg
58258.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/58258.jpg
27044.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/27044.jpg
47303.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/47303.jpg
36984.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/36984.jpg
25122.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/25122.jpg
47315.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/47315.jpg
49547.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/49547.jpg
52603.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/52603.jpg
25135.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/25135.jpg
38427.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/38427.jpg
16743.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/16743.jpg
47288.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/47288.jpg
47362.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/47362.jpg
16751.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/16751.jpg
25136.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/25136.jpg
30709.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/30709.jpg
17117.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/17117.jpg
52585.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/52585.jpg
49539.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/49539.jpg
36975.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/36975.jpg
52561.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/52561.jpg
32685.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/32685.jpg
53078.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/53078.jpg
52589.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/52589.jpg
16757.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/16757.jpg
31926.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/31926.jpg
27049.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/27049.jpg
33367.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/33367.jpg
42836.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/42836.jpg
21980.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/21980.jpg
31916.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/31916.jpg
52594.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/52594.jpg
52337.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/52337.jpg
59433.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/59433.jpg
42856.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/42856.jpg
26444.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/26444.jpg
53079.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/53079.jpg
47364.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/47364.jpg
49560.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/49560.jpg
36978.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/36978.jpg
17115.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/17115.jpg
42049.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/42049.jpg
38442.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/38442.jpg
52560.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/52560.jpg
48349.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/48349.jpg
47363.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/47363.jpg
52333.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/52333.jpg
49533.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/49533.jpg
58170.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/58170.jpg
52577.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/52577.jpg
30713.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/30713.jpg
16744.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/16744.jpg
42850.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/42850.jpg
16754.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/16754.jpg
53082.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/53082.jpg
42853.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/42853.jpg
58257.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/58257.jpg
20847.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/20847.jpg
38683.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/38683.jpg
53080.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/53080.jpg
42885.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/42885.jpg
42857.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/42857.jpg
49561.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/49561.jpg
52579.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/52579.jpg
42863.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/42863.jpg
25113.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/25113.jpg
57462.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/57462.jpg
35927.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/35927.jpg
38687.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/38687.jpg
49524.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/49524.jpg
31919.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/31919.jpg
17113.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/17113.jpg
52336.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/52336.jpg
47304.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/47304.jpg
21982.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/21982.jpg
42871.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/42871.jpg
25125.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/25125.jpg
20849.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/20849.jpg
51951.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/51951.jpg
31920.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/31920.jpg
58253.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/58253.jpg
52582.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/52582.jpg
38689.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/38689.jpg
37952.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/37952.jpg
16750.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/16750.jpg
31932.jpg,Bags,Clutches,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/31932.jpg
